VBELN,WAERS,VKORG,KUNNR,CTLPC,LFART,AMTBL
9500000473,,1002,,,ZLB,0
9500000474,,1002,,,ZLB,0
9500000475,,1002,,,ZLB,0
9500000476,,1002,,,ZLB,0
9500000477,,1002,,,ZLB,0
9500000478,,1002,,,ZLB,0
9500000479,,1002,,,ZLB,0
9500000480,,1002,,,ZLB,0
9500000481,,1007,,,ZLB,0
9500000482,,1003,,,ZLB,0
9500000483,,1002,,,ZLB,0
9500000484,,1002,,,ZLB,0
9500000485,,1002,,,ZLB,0
9500000486,,1002,,,ZLB,0
9500000487,,1002,,,ZLB,0
9500000488,,1002,,,ZLB,0
9500000489,,1001,,,ZLB,0
9500000490,,1002,,,ZLB,0
9500000491,,1002,,,ZLB,0
9500000492,,1002,,,ZLB,0
9500000493,,1002,,,ZLB,0
9500000494,,1002,,,ZLB,0
9500000495,,1002,,,ZLB,0
9500000496,,1002,,,ZLB,0
9500000497,,1002,,,ZLB,0
9500000498,,1002,,,ZLB,0
9500000499,,1002,,,ZLB,0
9500000500,,1002,,,ZLB,0
9500000501,,1002,,,ZLB,0
9500000502,,1002,,,ZLB,0
9500000503,,1002,,,ZLB,0
9500000504,,1002,,,ZLB,0
9500000505,,1003,,,ZLB,0
9500000506,,1002,,,ZLB,0
9500000507,,1002,,,ZLB,0
9500000508,,1002,,,ZLB,0
9500000509,,1002,,,ZLB,0
9500000510,,1002,,,ZLB,0
9500000511,,1002,,,ZLB,0
9500000512,,1002,,,ZLB,0
9500000513,,1007,,,ZLB,0
9500000514,,1007,,,ZLB,0
9500000515,,1007,,,ZLB,0
9500000516,,1007,,,ZLB,0
9500000517,,1007,,,ZLB,0
9500000518,,1005,,,ZLB,0
9500000519,,1002,,,ZLB,0
9500000520,,1005,,,ZLB,0
9500000521,,1002,,,ZLB,0
9500000522,,1005,,,ZLB,0
9500000523,,1005,,,ZLB,0
9500000524,,1005,,,ZLB,0
9500000525,,1005,,,ZLB,0
9500000526,,1005,,,ZLB,0
9500000527,,1002,,,ZLB,0
9500000528,,1002,,,ZLB,0
9500000529,,1007,,,ZLB,0
9500000530,,1007,,,ZLB,0
9500000531,,1002,,,ZLB,0
9500000532,,1002,,,ZLB,0
9500000533,,1002,,,ZLB,0
9500000534,,1002,,,ZLB,0
9500000535,,1002,,,ZLB,0
9500000536,,1002,,,ZLB,0
9500000537,,1003,,,ZLB,0
9500000538,,1002,,,ZLB,0
9500000539,,1002,,,ZLB,0
9500000540,,1002,,,ZLB,0
9500000541,,1002,,,ZLB,0
9500000542,,1002,,,ZLB,0
9500000543,,1002,,,ZLB,0
9500000544,,1002,,,ZLB,0
9500000545,,1002,,,ZLB,0
9500000546,,1003,,,ZLB,0
9500000547,,1002,,,ZLB,0
9500000548,,1002,,,ZLB,0
9500000549,,1002,,,ZLB,0
9500000550,,1002,,,ZLB,0
9500000551,,1002,,,ZLB,0
9500000552,,1002,,,ZLB,0
9500000553,,1002,,,ZLB,0
9500000554,,1002,,,ZLB,0
9500000555,,1002,,,ZLB,0
9500000556,,1002,,,ZLB,0
9500000557,,1002,,,ZLB,0
9500000558,,1002,,,ZLB,0
9500000559,,1002,,,ZLB,0
9500000560,,1007,,,ZLB,0
9500000561,,1002,,,ZLB,0
9500000562,,1002,,,ZLB,0
9500000563,,1002,,,ZLB,0
9500000564,,1002,,,ZLB,0
9500000565,,1002,,,ZLB,0
9500000566,,1002,,,ZLB,0
9500000567,,1002,,,ZLB,0
9500000568,,1003,,,ZLB,0
9500000569,,1002,,,ZLB,0
9500000570,,1002,,,ZLB,0
9500000571,,1002,,,ZLB,0
9500000572,,1002,,,ZLB,0
9500000573,,1002,,,ZLB,0
9500000574,,1002,,,ZLB,0
9500000575,,1002,,,ZLB,0
9500000576,,1003,,,ZLB,0
9500000577,,1002,,,ZLB,0
9500000578,,1007,,,ZLB,0
9500000579,,1007,,,ZLB,0
9500000580,,1007,,,ZLB,0
9500000581,,1002,,,ZLB,0
9500000582,,1002,,,ZLB,0
9500000583,,1002,,,ZLB,0
9500000584,,1002,,,ZLB,0
9500000585,,1002,,,ZLB,0
9500000586,,1002,,,ZLB,0
9500000587,,1002,,,ZLB,0
9500000588,,1002,,,ZLB,0
9500000589,,1003,,,ZLB,0
9500000590,,1007,,,ZLB,0
9500000591,,1007,,,ZLB,0
9500000592,,1007,,,ZLB,0
9500000593,,1007,,,ZLB,0
9500000594,,1007,,,ZLB,0
9500000595,,1002,,,ZLB,0
9500000596,,1002,,,ZLB,0
9500000597,,1003,,,ZLB,0
9500000598,,1003,,,ZLB,0
9500000599,,1003,,,ZLB,0
9500000600,,1003,,,ZLB,0
9500000601,,1007,,,ZLB,0
9500000602,,1002,,,ZLB,0
9500000603,,1002,,,ZLB,0
9500000604,,1002,,,ZLB,0
9500000605,,1002,,,ZLB,0
9500000606,,1002,,,ZLB,0
9500000607,,1002,,,ZLB,0
9500000608,,1002,,,ZLB,0
9500000609,,1002,,,ZLB,0
9500000610,,1002,,,ZLB,0
9500000611,,1002,,,ZLB,0
9500000612,,1002,,,ZLB,0
9500000613,,1002,,,ZLB,0
9500000614,,1002,,,ZLB,0
9500000615,,1002,,,ZLB,0
9500000616,,1002,,,ZLB,0
9500000617,,1002,,,ZLB,0
9500000618,,1002,,,ZLB,0
9500000619,,1003,,,ZLB,0
9500000620,,1003,,,ZLB,0
9500000622,,1003,,,ZLB,0
9500000623,,1003,,,ZLB,0
9500000624,,1007,,,ZLB,0
9500000625,,1007,,,ZLB,0
9500000626,,1002,,,ZLB,0
9500000627,,1002,,,ZLB,0
9500000628,,1002,,,ZLB,0
9500000629,,1002,,,ZLB,0
9500000630,,1002,,,ZLB,0
9500000631,,1002,,,ZLB,0
9500000632,,1005,,,ZLB,0
9500000633,,1002,,,ZLB,0
9500000634,,1002,,,ZLB,0
9500000635,,1002,,,ZLB,0
9500000636,,1002,,,ZLB,0
9500000637,,1002,,,ZLB,0
9500000638,,1007,,,ZLB,0
9500000639,,1007,,,ZLB,0
9500000640,,1007,,,ZLB,0
9500000641,,1002,,,ZLB,0
9500000642,,1002,,,ZLB,0
9500000643,,1002,,,ZLB,0
9500000644,,1002,,,ZLB,0
9500000645,,1002,,,ZLB,0
9500000646,,1002,,,ZLB,0
9500000647,,1002,,,ZLB,0
9500000648,,1002,,,ZLB,0
9500000649,,1002,,,ZLB,0
9500000650,,1002,,,ZLB,0
9500000651,,1002,,,ZLB,0
9500000652,,1002,,,ZLB,0
9500000653,,1002,,,ZLB,0
9500000654,,1002,,,ZLB,0
9500000655,,1002,,,ZLB,0
9500000656,,1002,,,ZLB,0
9500000657,,1002,,,ZLB,0
9500000658,,1002,,,ZLB,0
9500000659,,1002,,,ZLB,0
9500000660,,1002,,,ZLB,0
9500000661,,1002,,,ZLB,0
9500000662,,1002,,,ZLB,0
9500000663,,1002,,,ZLB,0
9500000664,,1002,,,ZLB,0
9500000665,,1002,,,ZLB,0
9500000666,,1002,,,ZLB,0
9500000667,,1002,,,ZLB,0
9500000668,,1002,,,ZLB,0
9500000669,,1002,,,ZLB,0
9500000670,,1002,,,ZLB,0
9500000671,,1002,,,ZLB,0
9500000672,,1002,,,ZLB,0
9500000673,,1002,,,ZLB,0
9500000674,,1007,,,ZLB,0
9500000675,,1002,,,ZLB,0
9500000676,,1002,,,ZLB,0
9500000677,,1002,,,ZLB,0
9500000678,,1002,,,ZLB,0
9500000679,,1002,,,ZLB,0
9500000680,,1002,,,ZLB,0
9500000682,,1002,,,ZLB,0
9500000683,,1002,,,ZLB,0
9500000684,,1002,,,ZLB,0
9500000685,,1002,,,ZLB,0
9500000686,,1002,,,ZLB,0
9500000687,,1002,,,ZLB,0
9500000688,,1002,,,ZLB,0
9500000689,,1002,,,ZLB,0
9500000690,,1002,,,ZLB,0
9500000691,,1002,,,ZLB,0
9500000692,,1002,,,ZLB,0
9500000693,,1002,,,ZLB,0
9500000694,,1002,,,ZLB,0
9500000695,,1002,,,ZLB,0
9500000696,,1002,,,ZLB,0
9500000697,,1007,,,ZLB,0
9500000698,,1002,,,ZLB,0
9500000699,,1002,,,ZLB,0
9500000700,,1007,,,ZLB,0
9500000701,,1002,,,ZLB,0
9500000702,,1002,,,ZLB,0
9500000703,,1002,,,ZLB,0
9500000704,,1002,,,ZLB,0
9500000705,,1002,,,ZLB,0
9500000706,,1002,,,ZLB,0
9500000707,,1002,,,ZLB,0
9500000708,,1002,,,ZLB,0
9500000709,,1002,,,ZLB,0
9500000710,,1002,,,ZLB,0
9500000711,,1002,,,ZLB,0
9500000712,,1002,,,ZLB,0
9500000713,,1002,,,ZLB,0
9500000714,,1002,,,ZLB,0
9500000715,,1002,,,ZLB,0
9500000716,,1002,,,ZLB,0
9500000717,,1002,,,ZLB,0
9500000718,,1002,,,ZLB,0
9500000719,,1002,,,ZLB,0
9500000720,,1002,,,ZLB,0
9500000721,,1002,,,ZLB,0
9500000722,,1002,,,ZLB,0
9500000723,,1002,,,ZLB,0
9500000724,,1002,,,ZLB,0
9500000725,,1007,,,ZLB,0
9500000726,,1002,,,ZLB,0
9500000727,,1002,,,ZLB,0
9500000728,,1002,,,ZLB,0
9500000729,,1002,,,ZLB,0
9500000730,,1007,,,ZLB,0
9500000731,,1007,,,ZLB,0
9500000732,,1007,,,ZLB,0
9500000733,,1007,,,ZLB,0
9500000734,,1007,,,ZLB,0
9500000735,,1007,,,ZLB,0
9500000736,,1007,,,ZLB,0
9500000737,,1007,,,ZLB,0
9500000738,,1007,,,ZLB,0
9500000739,,1007,,,ZLB,0
9500000740,,1007,,,ZLB,0
9500000741,,1002,,,ZLB,0
9500000742,,1002,,,ZLB,0
9500000743,,1002,,,ZLB,0
9500000744,,1002,,,ZLB,0
9500000745,,1002,,,ZLB,0
9500000746,,1002,,,ZLB,0
9500000747,,1002,,,ZLB,0
9500000748,,1002,,,ZLB,0
9500000749,,1002,,,ZLB,0
9500000750,,1002,,,ZLB,0
9500000751,,1002,,,ZLB,0
9500000752,,1002,,,ZLB,0
9500000753,,1002,,,ZLB,0
9500000754,,1002,,,ZLB,0
9500000755,,1002,,,ZLB,0
9500000756,,1002,,,ZLB,0
9500000757,,1002,,,ZLB,0
9500000758,,1002,,,ZLB,0
9500000759,,1002,,,ZLB,0
9500000760,,1002,,,ZLB,0
9500000761,,1002,,,ZLB,0
9500000762,,1002,,,ZLB,0
9500000763,,1002,,,ZLB,0
9500000764,,1002,,,ZLB,0
9500000765,,1002,,,ZLB,0
9500000766,,1002,,,ZLB,0
9500000767,,1002,,,ZLB,0
9500000768,,1002,,,ZLB,0
9500000769,,1002,,,ZLB,0
9500000770,,1002,,,ZLB,0
9500000771,,1002,,,ZLB,0
9500000772,,1002,,,ZLB,0
9500000773,,1002,,,ZLB,0
9500000774,,1002,,,ZLB,0
9500000775,,1002,,,ZLB,0
9500000776,,1002,,,ZLB,0
9500000777,,1002,,,ZLB,0
9500000778,,1002,,,ZLB,0
9500000779,,1002,,,ZLB,0
9500000780,,1002,,,ZLB,0
9500000781,,1002,,,ZLB,0
9500000782,,1002,,,ZLB,0
9500000783,,1002,,,ZLB,0
9500000784,,1002,,,ZLB,0
9500000785,,1002,,,ZLB,0
9500000786,,1002,,,ZLB,0
9500000787,,1002,,,ZLB,0
9500000788,,1002,,,ZLB,0
9500000789,,1007,,,ZLB,0
9500000790,,1007,,,ZLB,0
9500000791,,1002,,,ZLB,0
9500000792,,1002,,,ZLB,0
9500000793,,1002,,,ZLB,0
9500000794,,1002,,,ZLB,0
9500000795,,1007,,,ZLB,0
9500000796,,1002,,,ZLB,0
9500000797,,1002,,,ZLB,0
9500000798,,1002,,,ZLB,0
9500000799,,1002,,,ZLB,0
9500000800,,1002,,,ZLB,0
9500000801,,1002,,,ZLB,0
9500000802,,1002,,,ZLB,0
9500000803,,1002,,,ZLB,0
9500000804,,1002,,,ZLB,0
9500000805,,1002,,,ZLB,0
9500000806,,1002,,,ZLB,0
9500000807,,1002,,,ZLB,0
9500000808,,1002,,,ZLB,0
9500000809,,1002,,,ZLB,0
9500000810,,1002,,,ZLB,0
9500000811,,1002,,,ZLB,0
9500000812,,1002,,,ZLB,0
9500000813,,1002,,,ZLB,0
9500000814,,1002,,,ZLB,0
9500000815,,1002,,,ZLB,0
9500000816,,1002,,,ZLB,0
9500000817,,1002,,,ZLB,0
9500000818,,1002,,,ZLB,0
9500000819,,1002,,,ZLB,0
9500000820,,1002,,,ZLB,0
9500000821,,1002,,,ZLB,0
9500000822,,1002,,,ZLB,0
9500000823,,1002,,,ZLB,0
9500000824,,1002,,,ZLB,0
9500000825,,1007,,,ZLB,0
9500000826,,1002,,,ZLB,0
9500000827,,1002,,,ZLB,0
9500000828,,1002,,,ZLB,0
9500000829,,1002,,,ZLB,0
9500000830,,1002,,,ZLB,0
9500000831,,1002,,,ZLB,0
9500000832,,1002,,,ZLB,0
9500000833,,1002,,,ZLB,0
9500000834,,1002,,,ZLB,0
9500000835,,1002,,,ZLB,0
9500000836,,1002,,,ZLB,0
9500000837,,1002,,,ZLB,0
9500000838,,1002,,,ZLB,0
9500000839,,1002,,,ZLB,0
9500000840,,1002,,,ZLB,0
9500000841,,1002,,,ZLB,0
9500000842,,1002,,,ZLB,0
9500000843,,1002,,,ZLB,0
9500000844,,1002,,,ZLB,0
9500000845,,1002,,,ZLB,0
9500000846,,1002,,,ZLB,0
9500000847,,1002,,,ZLB,0
9500000848,,1002,,,ZLB,0
9500000849,,1002,,,ZLB,0
9500000850,,1002,,,ZLB,0
9500000851,,1002,,,ZLB,0
9500000852,,1002,,,ZLB,0
9500000853,,1002,,,ZLB,0
9500000854,,1002,,,ZLB,0
9500000855,,1002,,,ZLB,0
9500000856,,1002,,,ZLB,0
9500000857,,1002,,,ZLB,0
9500000858,,1002,,,ZLB,0
9500000859,,1002,,,ZLB,0
9500000860,,1002,,,ZLB,0
9500000861,,1002,,,ZLB,0
9500000862,,1002,,,ZLB,0
9500000863,,1002,,,ZLB,0
9500000864,,1002,,,ZLB,0
9500000865,,1007,,,ZLB,0
9500000866,,1007,,,ZLB,0
9500000867,,1002,,,ZLB,0
9500000868,,1002,,,ZLB,0
9500000869,,1002,,,ZLB,0
9500000870,,1002,,,ZLB,0
9500000871,,1002,,,ZLB,0
9500000872,,1002,,,ZLB,0
9500000873,,1002,,,ZLB,0
9500000874,,1002,,,ZLB,0
9500000875,,1002,,,ZLB,0
9500000876,,1002,,,ZLB,0
9500000877,,1002,,,ZLB,0
9500000878,,1002,,,ZLB,0
9500000879,,1002,,,ZLB,0
9500000880,,1002,,,ZLB,0
9500000881,,1002,,,ZLB,0
9500000882,,1002,,,ZLB,0
9500000883,,1002,,,ZLB,0
9500000884,,1002,,,ZLB,0
9500000885,,1002,,,ZLB,0
9500000886,,1002,,,ZLB,0
9500000887,,1002,,,ZLB,0
9500000888,,1002,,,ZLB,0
9500000889,,1002,,,ZLB,0
9500000890,,1002,,,ZLB,0
9500000891,,1002,,,ZLB,0
9500000892,,1002,,,ZLB,0
9500000893,,1002,,,ZLB,0
9500000894,,1002,,,ZLB,0
9500000895,,1002,,,ZLB,0
9500000896,,1002,,,ZLB,0
9500000897,,1002,,,ZLB,0
9500000898,,1002,,,ZLB,0
9500000899,,1002,,,ZLB,0
9500000900,,1002,,,ZLB,0
9500000901,,1002,,,ZLB,0
9500000902,,1002,,,ZLB,0
9500000903,,1002,,,ZLB,0
9500000904,,1002,,,ZLB,0
9500000905,,1002,,,ZLB,0
9500000906,,1002,,,ZLB,0
9500000907,,1002,,,ZLB,0
9500000908,,1002,,,ZLB,0
9500000909,,1002,,,ZLB,0
9500000910,,1002,,,ZLB,0
9500000911,,1002,,,ZLB,0
9500000912,,1002,,,ZLB,0
9500000913,,1002,,,ZLB,0
9500000914,,1002,,,ZLB,0
9500000915,,1002,,,ZLB,0
9500000916,,1002,,,ZLB,0
9500000917,,1002,,,ZLB,0
9500000918,,1002,,,ZLB,0
9500000919,,1002,,,ZLB,0
9500000920,,1002,,,ZLB,0
9500000921,,1002,,,ZLB,0
9500000922,,1002,,,ZLB,0
9500000923,,1002,,,ZLB,0
9500000924,,1002,,,ZLB,0
9500000925,,1002,,,ZLB,0
9500000926,,1002,,,ZLB,0
9500000927,,1002,,,ZLB,0
9500000928,,1002,,,ZLB,0
9500000929,,1002,,,ZLB,0
9500000930,,1002,,,ZLB,0
9500000931,,1002,,,ZLB,0
9500000932,,1002,,,ZLB,0
9500000933,,1007,,,ZLB,0
9500000934,,1007,,,ZLB,0
9500000935,,1002,,,ZLB,0
9500000936,,1002,,,ZLB,0
9500000937,,1002,,,ZLB,0
9500000938,,1002,,,ZLB,0
9500000939,,1002,,,ZLB,0
9500000940,,1002,,,ZLB,0
9500000941,,1002,,,ZLB,0
9500000942,,1002,,,ZLB,0
9500000943,,1002,,,ZLB,0
9500000944,,1002,,,ZLB,0
9500000945,,1002,,,ZLB,0
9500000946,,1002,,,ZLB,0
9500000947,,1002,,,ZLB,0
9500000948,,1002,,,ZLB,0
9500000949,,1002,,,ZLB,0
9500000950,,1001,,,ZLB,0
9500000951,,1002,,,ZLB,0
9500000952,,1002,,,ZLB,0
9500000953,,1002,,,ZLB,0
9500000954,,1002,,,ZLB,0
9500000955,,1002,,,ZLB,0
9500000956,,1002,,,ZLB,0
9500000957,,1002,,,ZLB,0
9500000958,,1002,,,ZLB,0
9500000959,,1002,,,ZLB,0
9500000960,,1002,,,ZLB,0
9500000961,,1002,,,ZLB,0
9500000962,,1002,,,ZLB,0
9500000963,,1002,,,ZLB,0
9500000964,,1002,,,ZLB,0
9500000965,,1002,,,ZLB,0
9500000966,,1002,,,ZLB,0
9500000967,,1002,,,ZLB,0
9500000968,,1002,,,ZLB,0
9500000969,,1002,,,ZLB,0
9500000970,,1002,,,ZLB,0
9500000971,,1002,,,ZLB,0
9500000972,,1002,,,ZLB,0
9500000973,,1002,,,ZLB,0
9500000974,,1007,,,ZLB,0
9500000975,,1002,,,ZLB,0
9500000976,,1002,,,ZLB,0
9500000977,,1002,,,ZLB,0
9500000978,,1002,,,ZLB,0
9500000979,,1002,,,ZLB,0
9500000980,,1002,,,ZLB,0
9500000981,,1002,,,ZLB,0
9500000982,,1002,,,ZLB,0
9500000983,,1002,,,ZLB,0
9500000984,,1002,,,ZLB,0
9500000985,,1002,,,ZLB,0
9500000986,,1002,,,ZLB,0
9500000987,,1002,,,ZLB,0
9500000988,,1002,,,ZLB,0
9500000989,,1002,,,ZLB,0
9500000990,,1002,,,ZLB,0
9500000991,,1002,,,ZLB,0
9500000992,,1002,,,ZLB,0
9500000993,,1002,,,ZLB,0
9500000994,,1007,,,ZLB,0
9500000995,,1007,,,ZLB,0
9500000996,,1007,,,ZLB,0
9500000997,,1002,,,ZLB,0
9500000998,,1002,,,ZLB,0
9500000999,,1002,,,ZLB,0
9500001000,,1002,,,ZLB,0
9500001001,,1002,,,ZLB,0
9500001002,,1002,,,ZLB,0
9500001003,,1002,,,ZLB,0
9500001004,,1002,,,ZLB,0
9500001005,,1002,,,ZLB,0
9500001006,,1002,,,ZLB,0
9500001007,,1002,,,ZLB,0
9500001008,,1002,,,ZLB,0
9500001009,,1002,,,ZLB,0
9500001010,,1002,,,ZLB,0
9500001011,,1002,,,ZLB,0
9500001012,,1007,,,ZLB,0
9500001013,,1002,,,ZLB,0
9500001014,,1002,,,ZLB,0
9500001015,,1002,,,ZLB,0
9500001016,,1002,,,ZLB,0
9500001017,,1002,,,ZLB,0
9500001018,,1002,,,ZLB,0
9500001019,,1002,,,ZLB,0
9500001020,,1002,,,ZLB,0
9500001021,,1002,,,ZLB,0
9500001022,,1002,,,ZLB,0
9500001023,,1002,,,ZLB,0
9500001024,,1002,,,ZLB,0
9500001025,,1002,,,ZLB,0
9500001026,,1002,,,ZLB,0
9500001027,,1002,,,ZLB,0
9500001028,,1002,,,ZLB,0
9500001029,,1002,,,ZLB,0
9500001030,,1002,,,ZLB,0
9500001031,,1002,,,ZLB,0
9500001032,,1002,,,ZLB,0
9500001033,,1002,,,ZLB,0
9500001034,,1002,,,ZLB,0
9500001035,,1002,,,ZLB,0
9500001036,,1002,,,ZLB,0
9500001037,,1002,,,ZLB,0
9500001038,,1002,,,ZLB,0
9500001039,,1002,,,ZLB,0
9500001040,,1002,,,ZLB,0
9500001041,,1002,,,ZLB,0
9500001042,,1002,,,ZLB,0
9500001043,,1002,,,ZLB,0
9500001044,,1002,,,ZLB,0
9500001046,,1002,,,ZLB,0
9500001047,,1002,,,ZLB,0
9500001048,,1002,,,ZLB,0
9500001049,,1002,,,ZLB,0
9500001050,,1002,,,ZLB,0
9500001051,,1002,,,ZLB,0
9500001052,,1002,,,ZLB,0
9500001053,,1007,,,ZLB,0
9500001054,,1002,,,ZLB,0
9500001055,,1002,,,ZLB,0
9500001056,,1002,,,ZLB,0
9500001057,,1002,,,ZLB,0
9500001058,,1002,,,ZLB,0
9500001059,,1002,,,ZLB,0
9500001060,,1002,,,ZLB,0
9500001061,,1002,,,ZLB,0
9500001062,,1002,,,ZLB,0
9500001063,,1002,,,ZLB,0
9500001064,,1002,,,ZLB,0
9500001065,,1002,,,ZLB,0
9500001066,,1002,,,ZLB,0
9500001067,,1002,,,ZLB,0
9500001068,,1002,,,ZLB,0
9500001069,,1002,,,ZLB,0
9500001070,,1002,,,ZLB,0
9500001071,,1002,,,ZLB,0
9500001072,,1002,,,ZLB,0
9500001073,,1002,,,ZLB,0
9500001074,,1002,,,ZLB,0
9500001075,,1002,,,ZLB,0
9500001076,,1002,,,ZLB,0
9500001077,,1002,,,ZLB,0
9500001078,,1002,,,ZLB,0
9500001080,,1002,,,ZLB,0
9500001081,,1002,,,ZLB,0
9500001082,,1002,,,ZLB,0
9500001083,,1002,,,ZLB,0
9500001084,,1002,,,ZLB,0
9500001085,,1002,,,ZLB,0
9500001086,,1002,,,ZLB,0
9500001087,,1002,,,ZLB,0
9500001088,,1002,,,ZLB,0
9500001089,,1002,,,ZLB,0
9500001090,,1002,,,ZLB,0
9500001091,,1007,,,ZLB,0
9500001092,,1007,,,ZLB,0
9500001093,,1007,,,ZLB,0
9500001094,,1007,,,ZLB,0
9500001095,,1002,,,ZLB,0
9500001096,,1002,,,ZLB,0
9500001097,,1002,,,ZLB,0
9500001098,,1002,,,ZLB,0
9500001099,,1002,,,ZLB,0
9500001101,,1002,,,ZLB,0
9500001102,,1002,,,ZLB,0
9500001103,,1002,,,ZLB,0
9500001104,,1002,,,ZLB,0
9500001105,,1002,,,ZLB,0
9500001106,,1002,,,ZLB,0
9500001107,,1002,,,ZLB,0
9500001108,,1002,,,ZLB,0
9500001109,,1002,,,ZLB,0
9500001110,,1002,,,ZLB,0
9500001111,,1002,,,ZLB,0
9500001112,,1002,,,ZLB,0
9500001113,,1002,,,ZLB,0
9500001114,,1007,,,ZLB,0
9500001115,,1007,,,ZLB,0
9500001116,,1002,,,ZLB,0
9500001117,,1002,,,ZLB,0
9500001118,,1002,,,ZLB,0
9500001119,,1002,,,ZLB,0
9500001120,,1002,,,ZLB,0
9500001121,,1002,,,ZLB,0
9500001122,,1002,,,ZLB,0
9500001123,,1002,,,ZLB,0
9500001124,,1002,,,ZLB,0
9500001125,,1002,,,ZLB,0
9500001126,,1002,,,ZLB,0
9500001127,,1002,,,ZLB,0
9500001128,,1002,,,ZLB,0
9500001129,,1007,,,ZLB,0
9500001130,,1002,,,ZLB,0
9500001131,,1002,,,ZLB,0
9500001132,,1002,,,ZLB,0
9500001133,,1002,,,ZLB,0
9500001134,,1002,,,ZLB,0
9500001135,,1002,,,ZLB,0
9500001136,,1002,,,ZLB,0
9500001137,,1002,,,ZLB,0
9500001138,,1002,,,ZLB,0
9500001140,,1002,,,ZLB,0
9500001141,,1002,,,ZLB,0
9500001142,,1002,,,ZLB,0
9500001143,,1002,,,ZLB,0
9500001144,,1002,,,ZLB,0
9500001145,,1002,,,ZLB,0
9500001146,,1002,,,ZLB,0
9500001147,,1002,,,ZLB,0
9500001148,,1002,,,ZLB,0
9500001149,,1002,,,ZLB,0
9500001150,,1002,,,ZLB,0
9500001151,,1002,,,ZLB,0
9500001152,,1002,,,ZLB,0
9500001153,,1002,,,ZLB,0
9500001154,,1007,,,ZLB,0
9500001155,,1002,,,ZLB,0
9500001156,,1002,,,ZLB,0
9500001157,,1002,,,ZLB,0
9500001158,,1007,,,ZLB,0
9500001159,,1002,,,ZLB,0
9500001160,,1002,,,ZLB,0
9500001161,,1002,,,ZLB,0
9500001162,,1002,,,ZLB,0
9500001163,,1002,,,ZLB,0
9500001164,,1002,,,ZLB,0
9500001165,,1002,,,ZLB,0
9500001166,,1002,,,ZLB,0
9500001167,,1002,,,ZLB,0
9500001168,,1002,,,ZLB,0
9500001169,,1002,,,ZLB,0
9500001170,,1002,,,ZLB,0
9500001171,,1002,,,ZLB,0
9500001172,,1002,,,ZLB,0
9500001173,,1002,,,ZLB,0
9500001174,,1002,,,ZLB,0
9500001175,,1002,,,ZLB,0
9500001176,,1002,,,ZLB,0
9500001177,,1002,,,ZLB,0
9500001178,,1002,,,ZLB,0
9500001179,,1001,,,ZLB,0
9500001180,,1002,,,ZLB,0
9500001181,,1002,,,ZLB,0
9500001182,,1001,,,ZLB,0
9500001183,,1002,,,ZLB,0
9500001185,,1002,,,ZLB,0
9500001186,,1002,,,ZLB,0
9500001187,,1002,,,ZLB,0
9500001188,,1002,,,ZLB,0
9500001189,,1002,,,ZLB,0
9500001190,,1002,,,ZLB,0
9500001191,,1002,,,ZLB,0
9500001192,,1002,,,ZLB,0
9500001193,,1002,,,ZLB,0
9500001194,,1002,,,ZLB,0
9500001195,,1002,,,ZLB,0
9500001196,,1002,,,ZLB,0
9500001197,,1002,,,ZLB,0
9500001198,,1002,,,ZLB,0
9500001199,,1002,,,ZLB,0
9500001200,,1002,,,ZLB,0
9500001201,,1002,,,ZLB,0
9500001202,,1002,,,ZLB,0
9500001203,,1002,,,ZLB,0
9500001204,,1002,,,ZLB,0
9500001205,,1002,,,ZLB,0
9500001206,,1002,,,ZLB,0
9500001207,,1002,,,ZLB,0
9500001208,,1002,,,ZLB,0
9500001209,,1002,,,ZLB,0
9500001210,,1002,,,ZLB,0
9500001211,,1002,,,ZLB,0
9500001212,,1002,,,ZLB,0
9500001213,,1002,,,ZLB,0
9500001214,,1002,,,ZLB,0
9500001215,,1002,,,ZLB,0
9500001216,,1002,,,ZLB,0
9500001217,,1002,,,ZLB,0
9500001218,,1002,,,ZLB,0
9500001219,,1002,,,ZLB,0
9500001220,,1002,,,ZLB,0
9500001221,,1002,,,ZLB,0
9500001222,,1002,,,ZLB,0
9500001223,,1002,,,ZLB,0
9500001224,,1002,,,ZLB,0
9500001225,,1002,,,ZLB,0
9500001226,,1002,,,ZLB,0
9500001227,,1002,,,ZLB,0
9500001228,,1002,,,ZLB,0
9500001229,,1002,,,ZLB,0
9500001230,,1002,,,ZLB,0
9500001231,,1002,,,ZLB,0
9500001232,,1002,,,ZLB,0
9500001233,,1002,,,ZLB,0
9500001234,,1002,,,ZLB,0
9500001235,,1002,,,ZLB,0
9500001236,,1002,,,ZLB,0
9500001237,,1002,,,ZLB,0
9500001238,,1002,,,ZLB,0
9500001239,,1002,,,ZLB,0
9500001240,,1002,,,ZLB,0
9500001241,,1007,,,ZLB,0
9500001242,,1007,,,ZLB,0
9500001243,,1007,,,ZLB,0
9500001244,,1002,,,ZLB,0
9500001245,,1002,,,ZLB,0
9500001246,,1002,,,ZLB,0
9500001247,,1002,,,ZLB,0
9500001248,,1002,,,ZLB,0
9500001249,,1002,,,ZLB,0
9500001250,,1002,,,ZLB,0
9500001251,,1002,,,ZLB,0
9500001252,,1002,,,ZLB,0
9500001253,,1002,,,ZLB,0
9500001254,,1002,,,ZLB,0
